laptop_ID,Company,TypeName,Inches,Cpu,Ram,Memory,OpSys,Weight,Price_euros
875,Dell,Ultrabook,13.3,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Windows 10,1.29kg,2240.0
876,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,2.07kg,910.0
877,Toshiba,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.2kg,1095.0
878,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.37kg,1950.0
879,Acer,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.56kg,902.0
880,Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Windows 10,2.23kg,1778.0
881,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.38kg,1055.0
882,Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,No OS,2.2kg,479.0
883,Toshiba,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.0kg,1388.0
884,Lenovo,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4GB,180GB SSD,Windows 10,1.44kg,735.0
885,Samsung,Ultrabook,15.0,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows 10,1.23kg,1849.0
886,Dell,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows 10,1.6kg,1690.0
887,Asus,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Linux,2kg,398.99
888,Xiaomi,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.28kg,935.0
889,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Windows 10,2.18kg,912.5
890,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,2.04kg,839.0
891,HP,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.28kg,1700.0
892,HP,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.3kg,684.8
893,Asus,Notebook,14.1,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Windows 10,1.65kg,348.0
894,Lenovo,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,1TB HDD,Windows 10,2.2kg,669.0
895,Dell,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,369.0
896,HP,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.28kg,1799.0
897,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Linux,2.18kg,455.7
898,Asus,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1369.9
899,Acer,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.25kg,297.0
900,Lenovo,Notebook,17.3,AMD A4-Series 7210 2.2GHz,4GB,500GB HDD,Windows 10,2.8kg,379.0
901,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows 10,1.95kg,1265.0
902,HP,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Windows 10,1.42kg,1399.0
903,Samsung,Ultrabook,15.0,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.17kg,1699.0
904,Lenovo,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.32kg,1799.0
905,MSI,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  2TB HDD,Windows 10,2.43kg,2649.0
906,Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.05kg,1475.0
908,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Linux,2.62kg,929.0
909,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.04kg,900.0
910,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Windows 10,2.18kg,614.0
911,Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Windows 10,1.9kg,935.0
912,Dell,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,8GB,512GB SSD,Windows 10,1.24kg,2013.1
913,Asus,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  256GB SSD,Windows 10,3.58kg,1279.0
914,Dell,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Windows 10,1.22kg,1649.0
915,Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,256GB Flash Storage,Windows 10,1.13kg,2049.0
916,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Windows 10,1.95kg,1962.99
917,LG,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Windows 10,1.08kg,2099.0
918,HP,Netbook,12.5,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.26kg,1483.0
919,Acer,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB Flash Storage,Chrome OS,2.20kg,359.0
920,Lenovo,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.6kg,789.0
922,LG,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,0.98kg,1899.0
923,Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Windows 10,1.6kg,1205.0
924,HP,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8GB,240GB SSD,Windows 10,1.09kg,3100.0
925,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Windows 10,2.2kg,789.0
926,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.04kg,1018.99
927,Acer,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Windows 10,2.4kg,499.0
928,Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Windows 10,1.44kg,881.0
930,HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.49kg,960.0
931,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.7kg,1599.0
932,Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Windows 10,2.6kg,1349.0
933,MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1119.91
934,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,2.18kg,684.99
935,HP,Ultrabook,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.84kg,1296.99
936,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.39kg,1149.0
937,Toshiba,Notebook,15.6,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Windows 10,2.4kg,1975.0
938,Lenovo,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Windows 10,1.37kg,1825.0
939,Dell,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.95kg,729.9
940,Lenovo,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.36kg,1650.0
941,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,2.31kg,1165.0
942,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,2.18kg,708.06
943,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.95kg,1149.0
944,Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Windows 10,2.2kg,309.0
945,HP,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.26kg,1579.0
946,HP,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1TB HDD,No OS,1.86kg,288.9
947,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,Windows 10,1.3kg,1799.0
948,Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 10,1.47kg,1105.0
949,HP,Netbook,12.5,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.26kg,1669.0
950,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Windows 10,2.18kg,558.6
951,MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.2kg,1199.0
952,Dell,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.36kg,1639.0
953,Dell,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,512GB SSD +  1TB HDD,Windows 10,4.36kg,2758.0
954,HP,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.75kg,1399.0
955,Asus,Notebook,17.3,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Windows 10,2.8kg,530.0
956,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.23kg,619.0
957,Toshiba,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,2.2kg,1119.0
958,Lenovo,2 in 1 Convertible,11.3,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Windows 10,1.1kg,1299.0
959,Lenovo,Gaming,15.6,AMD FX 8800P 2.1GHz,16GB,512GB SSD +  1TB HDD,Windows 10,2.5kg,999.0
960,Dell,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.36kg,1472.2
961,Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,No OS,2.2kg,685.0
962,Dell,Notebook,17.3,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Windows 10,2.36kg,659.0
963,Acer,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.68kg,349.0
964,HP,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8GB,8GB SSD,Windows 10,2.0kg,2249.0
965,Dell,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Windows 10,1.36kg,1775.0
966,Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.2kg,1460.0
967,Asus,2 in 1 Convertible,12.5,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Chrome OS,1.2kg,1159.0
968,Lenovo,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 10,1.7kg,1488.99
969,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Windows 10,4.36kg,3154.0
970,Dell,2 in 1 Convertible,13.3,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Windows 10,1.24kg,1899.0
971,HP,2 in 1 Convertible,11.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Windows 10,1.45kg,775.0
972,Dell,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.3kg,1268.0
973,Acer,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Chrome OS,1.25kg,389.0
974,Toshiba,Notebook,13.3,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 10,1.2kg,1535.0
975,Lenovo,Ultrabook,12.5,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Windows 10,1.36kg,1760.0
976,Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,Windows 10,2.4kg,1009.0
977,Toshiba,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.1kg,1790.0
978,HP,Notebook,15.6,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Windows 10,2.04kg,846.5
979,Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Linux,2.25kg,465.62
980,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.9kg,825.0
981,HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,2.04kg,685.0
982,Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,256GB SSD +  1TB HDD,Windows 10,4.42kg,3149.0
983,Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Windows 10,2.4kg,695.0
984,Dell,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Windows 10,1.22kg,1899.0
985,Dell,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 10,1.5kg,1962.98
986,Dell,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,Windows 10,4.42kg,2800.0
987,Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.95kg,1180.0
988,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.73kg,2049.9
989,HP,Notebook,15.6,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.04kg,979.0
990,Lenovo,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Windows 7,1.70kg,1002.0
991,Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,Windows 10,2.3kg,1799.0
992,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,6GB,1TB HDD,Windows 10,2.04kg,579.0
993,Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.99kg,1749.0
994,Dell,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD,Windows 10,2.19kg,1299.0
995,Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 7,1.2kg,1195.0
996,Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,Windows 10,2.2kg,549.0
997,Fujitsu,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Windows 10,2.3kg,649.0
998,Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.75kg,915.0
999,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.25kg,599.0
1000,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Windows 10,2.04kg,806.0
1001,Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.5kg,1189.0
1002,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,2.36kg,749.0
1003,Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Windows 10,1.6kg,1119.0
1004,HP,Netbook,12.5,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Windows 10,0.97kg,1908.0
1005,HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,128GB SSD +  1TB HDD,Windows 10,2.1kg,499.0
1006,Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,No OS,1.9kg,270.62
1007,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,2.3kg,1349.0
1008,Dell,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.68kg,889.0
1009,Asus,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.4kg,1150.0
1010,HP,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.11kg,1349.0
1011,Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Windows 10,2.4kg,380.0
1012,Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.5kg,1799.0
1013,HP,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Windows 10,1.48kg,2089.0
1014,Acer,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.7kg,1260.0
1015,HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.34kg,1189.0
1016,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Windows 10,2.18kg,547.0
1017,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.64kg,779.0
1018,Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Windows 10,1.2kg,1195.0
1019,HP,Notebook,14.0,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Windows 10,1.48kg,1099.99
1020,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.95kg,1205.0
1021,HP,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 7,1.43kg,1449.0
1022,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.64kg,1049.26
1023,HP,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,1.64kg,684.0
1024,Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1.0TB Hybrid,Windows 10,2.65kg,949.0
1025,HP,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.26kg,1539.0
1026,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.48kg,1590.0
1027,HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.54kg,1887.21
1028,HP,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Windows 10,1.49kg,800.0
1029,Toshiba,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.5kg,1210.0
1030,HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Windows 10,2.04kg,769.99
1031,Lenovo,Notebook,17.3,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Windows 7,2.4kg,2968.0
1032,Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.47kg,1490.0
1033,HP,Notebook,14.0,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.43kg,2229.0
1034,Dell,2 in 1 Convertible,15.6,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Windows 10,2.08kg,795.99
1035,Toshiba,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,1.2kg,1590.0
1036,HP,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.11kg,1149.0
1037,HP,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.64kg,1185.43
1038,Dell,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Windows 10,2.09kg,1046.44
1039,HP,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.26kg,1559.0
1040,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.31kg,1189.0
1041,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,1.95kg,1060.0
1042,Dell,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.29kg,1624.0
1043,HP,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,2.63kg,1080.0
1044,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,1.64kg,973.0
1045,Acer,Notebook,15.6,AMD A9-Series 9420 3GHz,6GB,1TB HDD,Windows 10,2.1kg,409.0
1046,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Windows 10,2.7kg,1191.8
1047,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.95kg,1195.0
1048,HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.84kg,1228.99
1049,HP,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.26kg,1349.0
1050,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Windows 10,2.04kg,742.0
1051,Toshiba,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Windows 10,1.47kg,1725.0
1052,Dell,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Windows 7,2.09kg,1062.95
1053,HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Windows 10,1.64kg,1010.51
1054,Lenovo,2 in 1 Convertible,15.6,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Windows 10,1.8kg,847.0
1055,Vero,Notebook,14.0,Intel Atom X5-Z8350 1.44GHz,2GB,32GB Flash Storage,Windows 10,1.45kg,210.8
1056,Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Windows 10,2.4kg,1425.0
1057,Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 10,2.3kg,1049.6
1058,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,1.54kg,1000.0
1059,HP,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Windows 10,1.84kg,2103.34
1060,HP,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.43kg,1469.0
1061,MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.78kg,1545.64
1062,Lenovo,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Windows 10,4.6kg,2289.99
1063,Asus,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Chrome OS,1.2kg,287.9
1064,Lenovo,Notebook,14.0,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Windows 7,1.1kg,2620.0
1065,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Windows 10,1.91kg,979.0
1066,Dell,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,Windows 10,2.3kg,1094.0
1067,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Windows 10,2.04kg,979.0
1068,Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Windows 10,1.2kg,2254.0
1069,HP,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Windows 10,2.31kg,705.15
1070,HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,No OS,1.96kg,499.0
1071,Acer,Notebook,15.6,AMD A8-Series 7410 2.2GHz,8GB,1TB HDD,Windows 10,2.4kg,449.0
1072,Dell,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Windows 10,1.6kg,1299.0
1073,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,2.94kg,1819.0
1074,HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,2.04kg,1070.0
1075,Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,No OS,4kg,998.0
1076,Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Windows 10,2.25kg,559.0
1077,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,Windows 10,2.32kg,989.99
1079,MSI,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,1.8kg,1929.0
1080,Dell,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.29kg,1458.0
1081,Asus,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Windows 10,3.58kg,3975.0
1082,Dell,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.62kg,798.01
1083,Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.21kg,1329.0
1084,Apple,Ultrabook,12.0,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Mac OS X,0.920kg,1300.0
1085,Dell,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Windows 10,2.06kg,481.98
1086,HP,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Windows 10,2.31kg,1199.0
1087,HP,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Windows 7,1.26kg,1199.0
1088,HP,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Windows 10,1.49kg,1090.0
1089,Lenovo,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Windows 10,1.3kg,1713.49
1090,Lenovo,Notebook,17.3,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,Windows 10,3.0kg,659.0
1091,Lenovo,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Windows 10,2.3kg,977.0
1092,MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Windows 10,3.78kg,2499.0
